14383739056739440,-3048,-13436,-206,322,18
Sat Aug 01 2015 19:42:46 GMT+0900 (Korea Standard Time),1960,6104,-15800,-218,149,314
Sat Aug 01 2015 19:42:47 GMT+0900 (Korea Standard Time),2384,6044,-15064,-265,-20,-171
Sat Aug 01 2015 19:42:47 GMT+0900 (Korea Standard Time),1864,6184,-15804,-456,-569,-456
Sat Aug 01 2015 19:42:47 GMT+0900 (Korea Standard Time),1520,5944,-15668,-734,-495,-22
Sat Aug 01 2015 19:42:48 GMT+0900 (Korea Standard Time),1660,5724,-15360,-134,270,67
Sat Aug 01 2015 19:42:48 GMT+0900 (Korea Standard Time),1872,5948,-15588,-33,48,-33
Sat Aug 01 2015 19:42:49 GMT+0900 (Korea Standard Time),1928,6180,-15560,189,259,59
Sat Aug 01 2015 19:42:49 GMT+0900 (Korea Standard Time),1980,5916,-15640,-13,-60,-10
Sat Aug 01 2015 19:42:49 GMT+0900 (Korea Standard Time),1368,5680,-15736,-253,222,176
Sat Aug 01 2015 19:42:50 GMT+0900 (Korea Standard Time),1724,5584,-16008,-169,109,201
Sat Aug 01 2015 19:42:50 GMT+0900 (Korea Standard Time),2156,6028,-15436,-717,345,239
Sat Aug 01 2015 19:42:50 GMT+0900 (Korea Standard Time),1896,6408,-15424,-538,443,-35
Sat Aug 01 2015 19:42:51 GMT+0900 (Korea Standard Time),2116,6232,-15684,176,-46,80
Sat Aug 01 2015 19:42:51 GMT+0900 (Korea Standard Time),1664,5680,-15808,-558,61,103
Sat Aug 01 2015 19:42:51 GMT+0900 (Korea Standard Time),2136,5988,-15452,-619,128,84
Sat Aug 01 2015 19:42:52 GMT+0900 (Korea Standard Time),2376,6012,-15192,-619,146,66
Sat Aug 01 2015 19:42:52 GMT+0900 (Korea Standard Time),1892,6024,-15596,-696,28,226
Sat Aug 01 2015 19:42:52 GMT+0900 (Korea Standard Time),1852,5968,-15616,-421,1,125
Sat Aug 01 2015 19:42:53 GMT+0900 (Korea Standard Time),2460,6228,-15388,-149,102,88
Sat Aug 01 2015 19:42:53 GMT+0900 (Korea Standard Time),1920,6172,-16148,-552,71,672
Sat Aug 01 2015 19:42:53 GMT+0900 (Korea Standard Time),2776,6012,-15312,-73,273,310
Sat Aug 01 2015 19:42:54 GMT+0900 (Korea Standard Time),2212,5320,-15588,19,-344,269
Sat Aug 01 2015 19:42:54 GMT+0900 (Korea Standard Time),2860,5664,-15496,-213,445,628
Sat Aug 01 2015 19:42:54 GMT+0900 (Korea Standard Time),2624,5196,-15848,-523,611,319
Sat Aug 01 2015 19:42:55 GMT+0900 (Korea Standard Time),2908,4724,-15712,-357,683,370
Sat Aug 01 2015 19:42:55 GMT+0900 (Korea Standard Time),3088,5532,-15768,4,-318,-142
Sat Aug 01 2015 19:42:55 GMT+0900 (Korea Standard Time),3064,5076,-15308,176,-109,-480
Sat Aug 01 2015 19:42:56 GMT+0900 (Korea Standard Time),2764,5168,-15720,-211,-47,-62
Sat Aug 01 2015 19:42:56 GMT+0900 (Korea Standard Time),2268,5776,-15864,-1161,-1275,20
Sat Aug 01 2015 19:42:56 GMT+0900 (Korea Standard Time),1960,5208,-16000,-338,347,256
Sat Aug 01 2015 19:42:57 GMT+0900 (Korea Standard Time),2992,6128,-15376,205,660,-134
Sat Aug 01 2015 19:42:57 GMT+0900 (Korea Standard Time),2424,5844,-15724,-971,237,164
Sat Aug 01 2015 19:42:57 GMT+0900 (Korea Standard Time),2676,5792,-15588,-532,259,-226
Sat Aug 01 2015 19:42:58 GMT+0900 (Korea Standard Time),2936,6148,-15344,-251,162,84
Sat Aug 01 2015 19:42:58 GMT+0900 (Korea Standard Time),2720,5932,-15640,-314,86,127
Sat Aug 01 2015 19:42:58 GMT+0900 (Korea Standard Time),2368,5632,-15156,-98,296,235
Sat Aug 01 2015 19:42:59 GMT+0900 (Korea Standard Time),2896,5948,-15404,-534,-19,106
Sat Aug 01 2015 19:42:59 GMT+0900 (Korea Standard Time),2672,6332,-15608,-376,-172,128
Sat Aug 01 2015 19:42:59 GMT+0900 (Korea Standard Time),2976,6080,-15336,-1005,309,231
Sat Aug 01 2015 19:43:00 GMT+0900 (Korea Standard Time),2584,6040,-15444,-154,288,81
Sat Aug 01 2015 19:43:00 GMT+0900 (Korea Standard Time),2964,5776,-15288,-120,647,277
Sat Aug 01 2015 19:43:00 GMT+0900 (Korea Standard Time),3296,6024,-15132,-65,59,112
Sat Aug 01 2015 19:43:01 GMT+0900 (Korea Standard Time),3068,6076,-15380,-614,125,111
Sat Aug 01 2015 19:43:01 GMT+0900 (Korea Standard Time),3208,5964,-15388,-159,-551,-13
Sat Aug 01 2015 19:43:01 GMT+0900 (Korea Standard Time),2948,6144,-15316,-533,-112,93
Sat Aug 01 2015 19:43:02 GMT+0900 (Korea Standard Time),2952,6260,-15136,-359,74,34
Sat Aug 01 2015 19:43:02 GMT+0900 (Korea Standard Time),2824,6512,-15292,-112,72,29
Sat Aug 01 2015 19:43:02 GMT+0900 (Korea Standard Time),2548,6256,-15324,677,-97,-73
Sat Aug 01 2015 19:43:03 GMT+0900 (Korea Standard Time),2812,6072,-15540,455,200,-77
Sat Aug 01 2015 19:43:03 GMT+0900 (Korea Standard Time),2868,5992,-15260,-816,-32,84
